title,artist,mood,energy,valence,tempo,language,album_art,preview_url
Kaa...Karuppanukkum,Himesh Reshammiya & Shalini Singh,fear,0.15,0.91,178,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Features/14/65/21/dj.fikrplde.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/59/ce/9a/59ce9a7c-2bb1-cb88-ad89-b1031fb6e96e/mzaf_3458316599210383342.plus.aac.p.m4a
SURROOR 2021 TITLE TRACK,Himesh Reshammiya,sadness,0.68,0.97,84,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/d0/f4/d1/d0f4d1c1-a40a-c1d1-08b8-d34e1a9af506/192641749896_Cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/db/9d/8c/db9d8ca9-5b45-0c8c-fe12-3855216e32ad/mzaf_13105081692233541525.plus.aac.p.m4a
Dil Diya,Himesh Reshammiya & Himani,sadness,0.58,0.68,159,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music18/v4/92/27/a9/9227a928-2fce-ce40-3185-0a48df90a774/8902894601672_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/49/16/1f/49161f71-fa7e-08aa-41cf-a4abea19a610/mzaf_16906615126381132871.plus.aac.p.m4a
Hari Om Hari Om,Himesh Reshammiya,anger,0.9,0.27,173,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/87/76/f2/8776f26d-56cc-096a-08c7-55726b8131c2/8902894627146_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/7c/81/2d/7c812d3c-06e5-45ab-dc05-27ade0ec149d/mzaf_16946452607162964307.plus.aac.p.m4a
"Lut Gaye Tere Ishk Mein (From ""Badass Ravi Kumar"") [Original Motion Picture Soundtrack]",Himesh Reshammiya,surprise,0.9,0.64,132,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/e3/d3/e9/e3d3e9f6-8799-0544-e427-579768c20b2a/198704502859_Cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c2/42/cd/c242cd1d-4fd6-ce40-5a7a-93840091634a/mzaf_16903228060851734723.plus.aac.p.m4a
Kajra Kajra Kajraare,Himesh Reshammiya & Sunidhi Chauhan,motivated,0.24,0.9,134,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music60/v4/87/55/ee/8755ee4e-3c81-8bde-af0f-abcdab33569e/8902894688161_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a1/f5/f4/a1f5f417-6e84-fed8-f8c2-f395e2efdbd1/mzaf_14858543791976082292.plus.aac.p.m4a
Sanam Teri Kasam (Reprise),"Himesh Reshammiya, Mohammed Irfan & Palak Muchhal",surprise,0.68,0.18,110,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/4b/7a/63/4b7a63a9-9a50-5be4-30b2-487f920a576f/196872880069.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c2/01/d2/c201d273-302b-89ad-0b7b-cbf6b872ed6f/mzaf_14488080614124625183.plus.aac.p.m4a
"Dhaagon Se Baandhaa (From ""Raksha Bandhan"")","Himesh Reshammiya, Arijit Singh, Shreya Ghoshal & Irshad Kamil",love,0.17,0.97,91,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/b0/42/22/b04222aa-a6e8-b36e-8945-f81fcb1ee63e/840214447020.png/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/3e/c8/46/3ec84653-9704-b672-9882-dec4eeff53f9/mzaf_5380240554875380443.plus.aac.p.m4a
Son of Sardaar,Aaman Trikha & Himesh Reshammiya,surprise,0.45,0.7,118,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/46/7d/9b/467d9b4d-3605-5097-9b8c-8d25f7baadb7/8902894351119_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/70/3e/55/703e5592-35d4-9ace-a22c-1323ed5e2dd6/mzaf_14601304771196557414.plus.aac.p.m4a
"Manjha (From ""Middle Class Love"")","Himesh Reshammiya, Raj Barman & Shakeel Azmi",anger,0.14,0.38,136,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/95/f4/02/95f402c6-02d3-893e-2b5a-7ef3e8a0bc10/840214450372.png/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/bb/fa/7b/bbfa7bd0-6ce3-3b2e-9fa8-798e14aa306c/mzaf_10931148934609444229.plus.aac.p.m4a
"Tere Saath Hoon Main (From ""Raksha Bandhan"")",Himesh Reshammiya & Nihal Tauro,anger,0.65,0.72,111,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/00/69/a8/0069a8f4-0e8a-198e-5c91-fb2bc2caec90/840214443275.png/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/c4/d4/9b/c4d49b9f-8b13-c37a-17fc-02c54959995c/mzaf_17570788497495442834.plus.aac.p.m4a
Haal-E-Dil (Male),Himesh Reshammiya & Sreerama Chandra,surprise,0.83,0.19,151,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/4b/7a/63/4b7a63a9-9a50-5be4-30b2-487f920a576f/196872880069.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/75/06/ed/7506ede9-dd34-137e-c0a7-60d0e3e6fee1/mzaf_6005726633303342803.plus.aac.p.m4a
Janeman,Himesh Reshammiya & Shreya Ghoshal,surprise,0.21,0.91,144,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music18/v4/98/7c/22/987c22f7-a4c7-dd34-8202-1fd897a4dca3/8902894684507_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ec/0f/98/ec0f9824-dfa2-e236-a428-e640e9e48468/mzaf_10790652943525140535.plus.aac.p.m4a
Sharab,Himesh Reshammiya & Rajat Nagpal,fear,0.95,0.51,104,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/e3/61/48/e36148b7-dd90-aa37-3569-63befa7eb479/823375157571_Cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/02/ef/e5/02efe50d-af01-de37-f4ca-d8c85e48f8b8/mzaf_16271851648029510252.plus.aac.p.m4a
"Mujhko Yaad Sataye Teri (From ""Phir Hera Pheri"")",Himesh Reshammiya,sadness,0.92,0.6,86,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/c3/21/ea/c321ea70-dc37-5c73-4b40-2f0cff663be1/8903431630681_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f6/35/4f/f6354fc0-aaa6-d370-fc84-5c42cf93e2b2/mzaf_14018919337310138042.plus.aac.p.m4a
Soniye Je Tere,Himesh Reshammiya & Tulsi Kumar,fear,0.89,0.42,160,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/87/76/f2/8776f26d-56cc-096a-08c7-55726b8131c2/8902894627146_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/fb/c1/56/fbc15648-e071-592f-4950-6a195b7157be/mzaf_7018959464120137673.plus.aac.p.m4a
"Tera Mera Milna (From ""Aap Kaa Surroor"")",Himesh Reshammiya & Shreya Ghoshal,happiness,0.77,0.97,166,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/e3/7d/d3/e37dd369-731c-b15d-ddaa-264725e1d9b5/8903431949974_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f5/95/1b/f5951b54-8d00-0ca2-d81d-36a4a8d0ef49/mzaf_2965683979206634283.plus.aac.p.m4a
"O Meri Zohrajabeen (From ""Phir Hera Pheri"")",Himesh Reshammiya,fear,0.46,0.41,169,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/0b/d2/b9/0bd2b964-8dfe-a06a-fa8e-409a4042fc4f/8903431909503_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/f9/45/93/f94593ac-cb81-9de3-e790-fbab10d45d39/mzaf_1245957635202717399.plus.aac.p.m4a
Aashiq Banaya Aapne (Dhol Mix),Himesh Reshammiya,happiness,0.12,0.3,143,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/85/7b/90/857b9025-8a2b-8d2f-17d0-25d38b6ed39a/8902894120081_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/eb/67/52/eb67526f-9b63-3c27-27e1-c67772f89185/mzaf_17283514303040836101.plus.aac.p.m4a
"Chupke Se Koi (From ""Hello Brother"") [Jhankar]","Himesh Reshammiya, Sajid-Wajid Khan, Udit Narayan & Alka Yagnik",motivated,0.49,0.18,75,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/a7/c1/08a7c173-727a-28a5-5ce0-56d02e04e8af/8901854053988.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview114/v4/59/94/4f/59944f2f-c9a6-589f-9c8b-58e72128b0fa/mzaf_13708639638343739692.plus.aac.p.m4a
Catch Me If You Can,"Himesh Reshammiya, Mika Singh, Mohit Chauhan, Neeti Mohan, Shubhangi Tiwari & Shalmali Kholgade",motivated,0.28,0.3,167,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music30/v4/33/79/52/3379528c-f776-ee00-5f74-8612065dbe80/8902894355704_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/83/58/5d/83585da6-e2f5-470a-9ab3-5c5a5f7f1268/mzaf_10732682949377431668.plus.aac.p.m4a
Jhoot Nahin Bolna,Himesh Reshammiya & Shreya Ghoshal,surprise,0.14,0.84,84,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music20/v4/c5/b4/67/c5b46704-bf1d-3db7-f5ad-618a6add1646/8902894621243_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/09/d2/b6/09d2b692-fcd4-290f-e2ff-29c8e58fa22b/mzaf_8189561344994931555.plus.aac.p.m4a
Tandoori Days (From Badass Ravi Kumar) [Original Motion Picture Soundtrack],Himesh Reshammiya & Aditi Singh Sharma,disgust,0.77,0.38,157,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/9a/52/ee/9a52eea8-68c3-3687-d568-0ae28ac3a284/198704336560_Cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/19/9b/1b/199b1b3c-3446-e6f5-33f2-3caee8e67bce/mzaf_15022209258889596450.plus.aac.p.m4a
Jhoom Jhoom (Remix),Himesh Reshammiya,surprise,0.81,0.13,134,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music60/v4/c3/a5/e3/c3a5e31c-6299-38f8-6aec-5cbd667b2590/8902894120791_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/df/5f/4f/df5f4f7f-c025-f4d5-53be-d805fc0cdfb9/mzaf_1263724015045209652.plus.aac.p.m4a
Chhed De Pyar Di Baat,Himesh Reshammiya,happiness,0.54,0.77,79,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/9f/ba/f7/9fbaf786-cc99-3c66-76a5-798d4a271938/8902894153461_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8c/e9/dd/8ce9dde2-8c0c-2096-1c00-efaaf3a9d4f4/mzaf_3032879058120047488.plus.aac.p.m4a
Tum Saanson Mein (Unplugged),Himesh Reshammiya & Tulsi Kumar,sadness,0.88,0.37,171,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music20/v4/57/28/7e/57287e9e-6e95-fb20-8f30-f3cd3573faae/8902894120722_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/6d/d7/4c/6dd74c19-fdcf-0536-2ad1-1b03662a52ce/mzaf_16831739251753678968.plus.aac.p.m4a
Junoon,Himesh Reshammiya & Amrita Kak,disgust,0.18,0.43,103,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music30/v4/e8/9d/37/e89d37e2-41ef-d54a-3dce-914357bdbf09/8902894601610_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ba/51/2c/ba512c39-1bcc-924f-9934-c12a5d01c5d5/mzaf_11658215482899610770.plus.aac.p.m4a
Haal-E-Dil (Female),Himesh Reshammiya & Neeti Mohan,relaxed,0.9,0.49,95,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/4b/7a/63/4b7a63a9-9a50-5be4-30b2-487f920a576f/196872880069.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/6c/08/1f/6c081fd5-da8b-353c-5970-741deda3ce99/mzaf_2341845094831272978.plus.aac.p.m4a
Annan Faanan (Remix),"Himesh Reshammiya, Jayesh Gandhi & Akriti Kakar",motivated,0.79,0.36,126,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/ca/fb/82/cafb824d-28ac-ebaa-d668-74050ce3c77f/196871079693.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/cc/f7/41/ccf74110-0117-c414-79b9-132071e5f28c/mzaf_9093204576345327769.plus.aac.p.m4a
Lonely (Remix),"Himesh Reshammiya, Yo Yo Honey Singh, Hamsika Iyer & Kiran Kamath",fear,0.49,0.59,63,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/eb/3c/67/eb3c6723-4210-3c5e-5f47-6fc2de47892a/8902894351485_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/94/dd/2a/94dd2a41-c0cf-e5b5-ad8f-5b0d78f3300d/mzaf_17912380037236555016.plus.aac.p.m4a
Dhaagon Se Baandhaa,"Arijit Singh, Shreya Ghoshal & Himesh Reshammiya",motivated,0.54,0.73,61,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/c7/52/17/c75217f9-2ef9-7977-a2b5-41f8fe5eb7a8/840214447990.png/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f5/58/a2/f558a295-b5b1-5bf5-f54d-c967adf6a071/mzaf_16932979546675870579.plus.aac.p.m4a
O Saiyyonii,"Pawandeep Rajan, Arunita Kanjilal & Himesh Reshammiya",surprise,0.97,0.59,137,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/d3/0f/65/d30f655a-2840-6c19-d8af-ace7e61558fb/192641825972_Cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e7/df/47/e7df4732-3e98-dc0b-8d10-0df725ffae8d/mzaf_2190323216745521816.plus.aac.p.m4a
"Main Woh Chaand (From ""Teraa Surroor"")",Darshan Raval,disgust,0.75,0.4,69,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/20/bb/10/20bb1042-6d83-00af-f769-ab2cb78bd1a8/8903431782106_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/07/5b/44/075b4452-8695-0320-43f7-ba7c543c5a16/mzaf_8246507160098252266.plus.aac.p.m4a
Tujhse Kahan Juda Hoon Main,"Himesh Reshammiya, Neeti Mohan & Vineet Singh",fear,0.7,0.47,91,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b7/34/92/b7349273-0e3a-ada9-f9c5-8677971734e9/8901854050994.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a4/8a/9a/a48a9a4d-d071-7957-9bc7-20182f9c752c/mzaf_14708386217119098168.plus.aac.p.m4a
Chahe Gila Karo,Himesh Reshammiya,sadness,0.26,0.46,97,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/9f/ba/f7/9fbaf786-cc99-3c66-76a5-798d4a271938/8902894153461_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1b/34/56/1b3456ea-a349-ecc9-61bb-23c1e317b5a8/mzaf_11765663763962988609.plus.aac.p.m4a
Long Drive (Bhangra Mix),"Mika Singh, Dj A Sen & Dj Amann Nagpal",fear,0.53,0.63,74,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/eb/3c/67/eb3c6723-4210-3c5e-5f47-6fc2de47892a/8902894351485_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8a/eb/0e/8aeb0ec7-7e6d-b47c-3b13-7dda167e8fac/mzaf_10400559928479910517.plus.aac.p.m4a
Tere Saath Hoon Main,Himesh Reshammiya & Nihal Tauro,fear,0.52,0.53,163,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/d9/c2/f2d9c27a-649b-8dc6-5fa3-56756e38a134/840214471568.png/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/78/da/f1/78daf198-9d23-c7fd-9e17-1d170513835d/mzaf_7441954231448870047.plus.aac.p.m4a
Mann Ka Radio,Himesh Reshammiya,sadness,0.18,0.26,140,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music18/v4/98/7c/22/987c22f7-a4c7-dd34-8202-1fd897a4dca3/8902894684507_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/67/4f/f0/674ff084-b537-81d4-07cb-f0b6286445f2/mzaf_14329868802857173845.plus.aac.p.m4a
Oh...Ho..Sanam (Remix),Himesh Reshammiya & Mahalakshmi Iyer,sadness,0.36,0.44,102,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Features/14/65/21/dj.fikrplde.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e5/f5/70/e5f570c7-4b20-1543-a784-0d21226e74b8/mzaf_8234719748717797870.plus.aac.p.m4a
"Butterfly Titliyan (From ""Badass Ravikumar"")",Himesh Reshammiya,surprise,0.65,0.27,176,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/f8/4a/77/f84a77ee-b37e-da7b-345d-c462c5a99e14/196922241543_Cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/ce/06/93/ce069334-320d-9e91-812c-2adebf19bee6/mzaf_8219829333400151590.plus.aac.p.m4a
Dil Dil,"Himesh Reshammiya, Udit Narayan & Alka Yagnik",relaxed,0.45,0.85,100,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/3a/dc/a4/3adca4b2-e941-7f94-39fd-ded9ade1583a/5099751382522.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/40/6e/30/406e3094-197c-9e58-64b3-fedf769403b4/mzaf_11992699146446807093.plus.aac.p.m4a
"Chalao Na Naino Se (From ""Bol Bachchan"")",Himesh Reshammiya & Shreya Ghoshal,disgust,0.13,0.89,69,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/0b/d2/b9/0bd2b964-8dfe-a06a-fa8e-409a4042fc4f/8903431909503_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/72/0d/55/720d5548-e4c9-4cb8-68df-302183621088/mzaf_8284102969711985529.plus.aac.p.m4a
Khiladi 786 Mashup,Kiran Kamath & Himesh Reshammiya,surprise,0.66,0.61,87,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/d5/25/1a/d5251aa5-a0eb-c166-f2ce-5454d0debd46/8902894354134_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b4/69/78/b469786c-f071-a4d6-19eb-8dfcd0777da1/mzaf_3638907370777640356.plus.aac.p.m4a
Dil Se Juda,"Himesh Reshammiya, Sameer, Alka Yagnik, Kumar Sanu & Jayesh Gandhi",sadness,0.31,0.79,150,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/2c/3c/0f/2c3c0f8a-af12-e4ae-fd5c-ab2bfc144a25/8904337258795.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/27/72/1b/27721b5b-410d-5a00-95c2-adb8e816187a/mzaf_15545312412508451785.plus.aac.p.m4a
Bollywood Classic Lofi Love Mashup 2022,"Kedrock, Sd Style, Ram Sampath, Himesh Reshammiya, Adnan Sami, Anand Raj Anand & Anand-Milind",anger,0.96,0.17,134,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/e5/08/5b/e5085b21-82b2-cd73-988b-896e2785f380/8903431876638_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/c0/1c/d8/c01cd868-3914-bcd3-064d-1608026be283/mzaf_15250458815747704992.plus.aac.p.m4a
Jhalak Dikhlaja (Unplug),Himesh Reshammiya,anger,0.29,0.78,104,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music18/v4/0b/17/91/0b179147-e6d9-060d-c071-6b88718ce4b7/8902894600644_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/2c/10/93/2c109317-c7ab-cae4-54ef-17854d33bd13/mzaf_10361415929304348114.plus.aac.p.m4a
"Tumse Milna-Is Kadar (From ""T-Series Mixtape Rewind Season 3"")","Dhvani Bhanushali, Guru Randhawa, Abhijit Vaghani, Himesh Reshammiya & Sajid-Wajid",motivated,0.95,0.76,143,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/11/32/df/1132df5c-da36-d1d6-d327-220cc4a26742/8903431823601_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/89/51/4a/89514a4d-62ab-2e40-a9d3-218121de3c56/mzaf_10509033079252581788.plus.aac.p.m4a
Ishq Hai Zindagi,"Himesh Reshammiya, Udit Narayan, Alka Yagnik & Vinod Rathod",motivated,0.22,0.49,106,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/3a/dc/a4/3adca4b2-e941-7f94-39fd-ded9ade1583a/5099751382522.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b1/c2/a7/b1c2a717-8a18-32aa-85c6-e16264887583/mzaf_18188129497209204330.plus.aac.p.m4a
Yahi Hota Pyaar,Himesh Reshammiya & Sunidhi Chauhan,fear,0.24,0.49,171,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Video211/v4/de/b1/54/deb154ff-c63c-b1b6-5c98-f461f63a925c/1968711852880101.jpg/600x600bb.jpg,https://video-ssl.itunes.apple.com/itunes-assets/Video211/v4/fe/69/81/fe69817a-64a4-97ac-2291-03af2cf1905b/mzvf_3009179752094537628.720w.h264lc.U.p.m4v
Aasiq Banaya Aapne - Aasiq Banaya Aapne,Himesh Reshammiya,happiness,0.24,0.72,163,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Video/dd/2c/91/mzi.mmsghusg.jpg/600x600bb.jpg,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/78/5f/80/785f80d7-b17b-54df-b867-0a63ee0de96a/mzvf_2008503958912257854.640x272.h264lc.U.p.m4v
Chakna Chakna,Himesh Reshammiya,surprise,0.22,0.85,155,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Video221/v4/2e/17/78/2e1778d3-9f98-9d13-0dae-26478387261f/1968711852570101.jpg/600x600bb.jpg,https://video-ssl.itunes.apple.com/itunes-assets/Video221/v4/76/4d/45/764d45dc-2227-7f84-b4c0-f6a8a59d5357/mzvf_1333723340578305530.640x320.h264lc.U.p.m4v
Sanseinn,Sawai Bhatt & Himesh Reshammiya,love,0.38,0.99,97,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Video115/v4/65/45/61/65456138-2d90-5e4b-d977-659046cd4069/Job5ac852eb-a832-4358-ad1c-ade226c89555-117259319-PreviewImage_preview_image_24533_video_sdr-Time1626226375545.png/600x600bb.jpg,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/0a/68/74/0a6874e8-aeba-7995-3274-69482872e17b/mzvf_8349369316682715218.1920w.h264lc.U.p.m4v
Dilruba,"Himesh Reshammiya, Zubeen Garg & Alisha Chinai",love,0.45,0.67,124,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Video221/v4/02/3c/f3/023cf3b5-3589-451f-e597-e6f99d67a736/1968711853180101.jpg/600x600bb.jpg,https://video-ssl.itunes.apple.com/itunes-assets/Video221/v4/b3/bc/d7/b3bcd7f7-0f87-1016-d21c-f959673a051f/mzvf_12098658438586449416.720w.h264lc.U.p.m4v
Viraaniya,Himesh Reshammiya,motivated,0.49,0.41,99,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Video211/v4/cd/86/4f/cd864ff4-41c8-7c0b-00d4-ef89f9481356/1968711852640101.jpg/600x600bb.jpg,https://video-ssl.itunes.apple.com/itunes-assets/Video211/v4/10/ff/6b/10ff6b69-0fb1-c189-75ee-2cceb30532ff/mzvf_3995674510996700842.720w.h264lc.U.p.m4v
Main Jahaan Rahoon,"Himesh Reshammiya, Rahat Fateh Ali Khan & Krishna",motivated,0.61,0.86,109,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Video221/v4/37/d2/6c/37d26c14-c6a8-1d99-621d-2acab9bd2b65/1968711852710101.jpg/600x600bb.jpg,https://video-ssl.itunes.apple.com/itunes-assets/Video221/v4/fd/03/f6/fd03f69b-b041-3aa4-fe74-4f39f1df186a/mzvf_17537118576831932717.720w.h264lc.U.p.m4v
Rafta Rafta,Himesh Reshammiya & RDB,relaxed,0.83,0.48,111,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Video211/v4/53/03/72/53037246-d3d4-d76f-854e-614e7b27dbc7/1968711852950101.jpg/600x600bb.jpg,https://video-ssl.itunes.apple.com/itunes-assets/Video221/v4/e5/c6/d4/e5c6d4df-8f79-b48a-67b5-2032018cbae8/mzvf_5772481496455057687.720w.h264lc.U.p.m4v
"Sajana Tere Pyar Mein (From ""Kyaa Dil Ne Kahaa"")","Himesh Reshammiya, Udit Narayan & Alka Yagnik",surprise,0.7,0.82,113,Hindi,https://is1-ssl.mzstatic.com/image/thumb/Video1/v4/98/66/40/9866407c-75d0-cf91-7b89-8252cd112133/8864445065710101VIC.jpg/600x600bb.jpg,https://video-ssl.itunes.apple.com/itunes-assets/Video114/v4/f8/0c/44/f80c4448-4cb9-545f-035d-7de4c86b6fab/mzvf_7152524208704316223.640x328.h264lc.U.p.m4v
